codigo,classificacao,descricao,endereco,estoque,minimo,maximo
ALM00847,,"NIPLE  | (1/2"") BSP 280 TUPY  ",F2202,10,0,0
ALM00848,,"NIPLE | 1""",F2202,1,0,0
ALM00849,,BLOCO DE COMANDO BIMANUAL | FESTO - REF. ZSB-1/8-B / COD. 576656 (FESTO),G1102,1,0,0
ALM00850,,VÁLVULA REGULADORA | PRESÃO G1/2 - REF. MS6-LR-1/2-D7-AS / COD. 529993 (FESTO),G1103,0,0,0
ALM00851,,TEMPORIZADOR | 20..300SEG PNEUMÁTICO FESTO - REF. PZVT-300-SEC / COD. 150239,G1103,2,0,0
ALM00852,,VALVULA PNEUMÁTICA | 5/3 VIAS CENTRO FECHADO FESTO - REF. VL-5/3G-3/8-B / COD. 14950 (FESTO),G1102,1,0,0
ALM00853,,ATUADOR TIPO SELETOR | PAINEL FESTO - REF. N-22-SW / COD. 7803 E602 (FESTO),G1103,0,0,0
ALM00854,,VAVULA PNEUMATICA | COMPACTA FESTO - REF. J-3-PK-3 / COD. 10772 (FESTO),G1103,3,0,0
ALM00855,,VALVULA PNEUMATICA  | 3/2 VIAS FESTO - REF. VL/O-3-1/8-B / COD. 4245 E702 8bar (FESTO),G1103,0,0,0
ALM00856,,VALVULA PNEUMATICA | 5/3 VIAS CENTRO FECHADO FESTO - REF. VL-5/3G-D-3-C / COD. 151867 E743 (FESTO),G1103,0,0,0
ALM00857,,"BLOCO LÓGICO ""E"" | REF. ZK-PK-3-6/3 / COD. 4204 (FESTO)",G1103,4,0,0
ALM00858,,VALVULA PNEUMATICA | 3/2 VIAS NORM. ABERTA FESTO - REF. VL/O-3-PK-3x2 / COD. 151863 E643 (FESTO),G1103,0,0,0
ALM00859,,BLOCO DISTRIBUIDOR |12 SAÍDAS  - REF. FR-12-PK-3-B / COD. 8761 (FESTO),G1103,1,0,0
ALM00860,,VALVULA DE RETENÇÃO | PILOTADA ROSCA G1/2 TUBO 12MM FESTO - REF. HGL-1/2-QS-12 / COD. 530045,G1103,5,0,0
ALM00861,,CONJUNTO BARREIRA | LUZ SICK C400 GUEST (C46E-0403CT400) (C465-0403CT400),B1101,1,0,0
ALM00862,,MOTOR | MEZ 230/400V,F1304,1,0,0
ALM00863,,GRAXA | MULTIFAK EP2,QUIMICO,3,0,0
ALM00864,,ÓLEO HIDRAULICO | DENSIDADE 68/100,QUIMICO,200,0,0
ALM00865,,ÓLEO PNEUMATICO | MOBIL UNILUB-10 S10 ,QUIMICO,0,0,0
ALM00866,,ÓELO | SAE 140,QUIMICO,140,0,0
ALM00867,,ÓLEO TERMICO | DENSIDADE 100/1200,QUIMICO,220,0,0
ALM00868,,MANGUERIA AÇO | 3/8 700mm ,S602,0,0,0
ALM00869,,MANGUEIRA TEFLON | 6MM,S203,20,0,0
ALM00870,,MANGUEIRA ALTA PRESSAO | 100mm 1/2 ,S603,0,0,0
ALM00871,,MANGUEIRA ALTA PRESSAO | 1/2POL 1500MM,S603,2,0,0
ALM00872,,MANGUEIRA TEFLON REVESTIMENTO ACO | 1/4 BSP 1000MM RABICHO,S602,3,0,0
ALM00873,,MANGUEIRA TEFLON REVESTIMENTO ACO | 1000mm  1/4,S602,0,0,0
ALM00874,,MANGUEIRA TEFLON REVESTIMENTO ACO | 1000mm  ,S602,0,0,0
ALM00875,,MANGUEIRA TEFLON REVESTIMENTO DE ACO | JIC 3/4POL 1500MM ,S601,0,0,0
ALM00876,,"MANGUEIRA HIDRÁULICA | ALTA PRESSÃO 5/8""",S502,0,0,0
ALM00877,,MANGUEIRA PNEUMATICA | POLIURETANO TUBO 4MM EXTER AZUL ACIMA DE 10 bar,S202,100,0,0
ALM00878,,MANGUEIRA PNEUMATICA | POLIURETANO TUBO 8MM X 2 EXTER AZUL ACIMA DE 10 bar,S103,214,0,0
ALM00879,,MANGUEIRA PNEUMATICA | POLIURETANO TUBO 12MM X 2 EXTER AZUL ACIMA DE 10 bar,S101,340,0,0
ALM00880,,MANGUEIRA TERMOPLASTICA | 3/8' 2500MM,CAIXA,10,0,0
ALM00881,,MANGUEIRA HIDRAULICA | 1/4  2M BSP,CAIXA,8,0,0
ALM00882,,"MANGUEIRA HIDRAULICA | 1000MM   1/4""  3250PSI",CAIXA,0,0,0
ALM00883,,MANGUEIRA ALMA AÇO | 3/4 ,CAIXA,2,0,0
ALM00884,,"MANGUEIRA BORRACHA | 3/4""",CAIXA,39,0,0
ALM00885,,MANGUEIRA HIDRAULICA | 1 POL 2390 PSI 500MM,CAIXA,0,0,0
ALM00886,,MANGUEIRA HIDRAULICA | 3/4 3100PSI 800MM ,CAIXA,0,0,0
ALM00887,,MANGUEIRA PNEUMATICA | POLIURETANO TUBO 6MM X 2 EXTER AZUL ACIMA DE 10 bar,S201,100,0,0
ALM00888,,"MANGUEIRA PARA OLEO TERMICO | 1,5 METROS",S602,0,0,0
ALM00889,,"MANGUEIRA PARA OLEO TERMICO | 2,5METROS",S602,1,0,0
ALM00890,,"MANGUEIRA BORRACHA | 1/2""",S503,20,0,0
ALM00891,,CORREIA DENTADA | 1700H,S703,1,0,0
ALM00892,,CORREIA DENTADA | 360H,S703,2,0,0
ALM00893,,CORREIA DENTADA | T10-810AD,S703,1,0,0
ALM00894,,CORREIA DENTADA | T10-450,S703,1,0,0
ALM00895,,CORREIA DENTADA | T10-530,S703,1,0,0
ALM00896,,CORREIA DENTADA | BX381815,S702,1,0,0
ALM00897,,CORREIA DENTADA | BSX33,S702,5,0,0
ALM00898,,CORREIA DENTADA | T10660,S703,2,0,0
ALM00899,,CORREIA DENTADA | 14KJB,S702,1,0,0
ALM00900,,CORREIA DENTADA | HTP500-5M,S703,3,0,0
ALM00901,,CORREIA LISA | B-36,S701,11,0,0
ALM00902,,CORREIA LISA | 5L-380,S703,0,0,0
ALM00903,,"MANGUEIRA BORRACHA | 1""",CAIXA,0,0,0
ALM00904,,BOMBA DIAFRAGMA | GRACCO HUSKY 716 AIR-OPERATED      (REPARO),E1103,3,0,0
ALM00905,,BOMBA DIAFRAGMA | GRACCO HUSKY 716 AIR-OPERATED,E1103,0,0,0
ALM00906,,MANGUEIRA PNEUMATICA | POLIURETANO TUBO 10MM X 2  EXTER AZUL ACIMA DE 10 bar,S102,188,0,0
ALM00907,,RESOLVER | SICK D-78166 SKM36S,B1103,0,0,0
ALM00908,,REDUTOR | ECHTOP MS711-4,E1103,2,0,0
ALM00909,,FUSIVEL | KRAH GS 24X165C 2K5  K ,A1106,5,0,0
ALM00910,,ELEMENTO  FILTRANTE | QNQ2 ID 5770,C1404,1,0,0
ALM00911,A,"ANILHA | FTACL40-316 COLLAR 1/4"" ",ARMARIO,6,4,10
ALM00912,,ROLAMENTO AGULHA | NK 20/20,D2106,1,0,0
ALM00913,,DOSADOR | D3RE 3000,C2401,0,0,0
ALM00914,,RELE OMRON | G2RV-1-S-G 21V DC,A1304,10,0,0
ALM00915,,PORCA | EXTENSÃO COM 30mm DE COMPRIMENTO PARA PARAFUSOS SEXTAVADO M20 DUREZA 8.8,D2403,9,0,0
ALM00916,,ENGATE RAPIDO | STANYL -400,D4104,0,0,0
ALM00917,,BICO ESPIGÃO | 3/8,D2404,4,0,0
ALM00918,,"VALVULA  FLUXO | 11N15 DRV 1/4""",E1402,2,0,0
ALM00919,,"MANOMETRO | ROSCA 1/8"" HORIZONTAL 10 BAR 150 PSI",E2404,3,0,0
ALM00920,,"MANOMETRO | ROSCA 1/4"" HORIZONTAL 16BAR 220PSI",E2404,1,0,0
ALM00921,,INCERTO HAN |16 PINOS MACHO,A2406,0,0,0
ALM00922,,TAMPA | HAN 10 PINOS ,A2406,10,0,0
ALM00923,,BASE SEPARADOR | RELE RXMZ.1  RXZE2S108M (SCHNEIDER),A1304,2,0,0
ALM00924,,HAN 10 PINOS FEMEA,A2406,1,0,0
ALM00925,A,MANGUEIRA P/ AQUECIMENTO DE ADESIVO | COLA MAKMELT BR17G294 6MT 230V 660W 1200SI,A1101,1,1,2
ALM00926,,"INVERSOR DE FREQUENCIA | WEG CFW500A043T4NB20 380-480VAC 5,2A ",B1303,0,0,0
ALM00927,,IHM MAKMELT | CONTROLADOR MOD. RK221-V2.5 90-240VCA ,A2202,2,0,0
ALM00928,,MOLA DE COMPRESSAO | DIN.20 X 120 X FIO 10 CHATO PASSO 10 BASE RETA ,D1306,8,0,0
ALM00929,,TOMADA MACHO SIMPLES | 2P +T 10A 280V  PLUG ,A1103,4,0,0
ALM00930,,"MANOMETRO | ROSCA 1/4"" HORIZONTAL 0a250BAR",E2405,0,0,0
ALM00931,,CURVA SOLDAVEL PVC 90° |  25MM,D1302,43,0,0
ALM00932,,"UNIAO L/R PVC | 25X3/4""",D1302,20,0,0
ALM00933,,T SOLDAVEL PVC | 25MM ,D1302,34,0,0
ALM00934,,VALVULA ESFERICA MANUAL SOLDAVEL | PVC 25MM,D1302,50,0,0
ALM00935,A,"MANGUEIRA P/ AQUECIMENTO DE ADESIVO / COLA VALCO MELTON MOD. 981XX208 H6060 230V 840W 100BAR 230°C 4,8MT 16FT",A1101,1,1,2
ALM00936,,CILINDRO DO CABECOTE DE ALTA PRESSAO WSI PN: SP05144647 SLIV;  SLV    HP CYLINDER 72119544,E2103,0,0,0
ALM00937,,SENSOR FIM DE CURSO | ZCKD02,A2205,0,0,0
ALM00938,,CANJUNTO BARREIRA LUZ | SCHMERSAL (5C100112015) (5C10011161),F2401,1,0,0
ALM00939,,REDUTOR | MOTOVARIO 6728786-003 ,G1105,1,0,0
ALM00940,,ACOPLAMENTO| 128,E2204,1,0,0
ALM00941,,ROLAMENTO LINEAR | BARRA/ROSCA PMI S4-16000376-20 1RS0-10T6-FSIN-106-9RF S15010329,D1105,2,0,0
ALM00942,,MODULO REDUTOR | MOTOVARIO NMRV 030 ,G1106,1,0,0
ALM00943,,SENSOR OPTICO | SICK WTB12-3P2431 ,A1103,4,0,0
ALM00944,,INVERSOR | LENZE E84AVBDE2512SX0,B1303,1,0,0
ALM00945,,CHAVE ELETRICA REVERSORA | MARGIRUIS CR830 30A SERIE 800,A1103,2,0,0
ALM00946,,REDUTOR | UNIMEC TIPO TPR-00204 1/5 FOMA B ,G2101,2,0,0
ALM00947,,TOMADA FEMEA SIMPLES | 2P 10A 250V PLUG ,A1103,0,0,0
ALM00948,,ROLAMENTO | 6902,D2104,37,0,0
ALM00949,,ASSENTO BLOCO DE CANETA | VL 10188233,D2203,3,0,0
ALM00950,,SUPORTE PARA SENSOR | 2012938 D-79183 SICK,A2103,6,0,0
ALM00951,,"SUPORTE PARA SENSOR | 2013942 SICK AG, D-79183",A2103,9,0,0
ALM00952,,FUSIVEL DE VIDRO | 1A,A1204,1,0,0
ALM00953,,PRENSA TERMINAL DE AÇO | CPH 8-10,A1202,160,0,0
ALM00954,,PRENSA TERMINAL DE AÇO | 120MM,A1202,0,0,0
ALM00955,,AMORTECEDOR MOLA GAS | 1250N MG06 159 0422 1250K,D2304,3,0,0
ALM00956,,CONECTOR BALLUFF | BAN01UJ,C1203,2,0,0
ALM00957,,BORNE CINZA | UJ5-2.5,A2103,4,0,0
ALM00958,,BORNE GREME | UT2-2.5(T),A2103,12,0,0
ALM00959,,BRONE AZUL | UT2-6(T),A2103,45,0,0
ALM00960,,BORNE MARROM | EW35,A2103,8,0,0
ALM00961,,BOTÃO DUPLO FACEADO | CEW-BDM-11000000 (WEG)  LIGAR  DESLIGA  1NA + 1NF ,A1305,0,0,0
ALM00962,,AMORTECEDOR MOLA GAS | 900N MG10 220 0542 0900J (RUBIGRUN),D2303,3,0,0
ALM00963,,"FLANGER ROSCADO | 1"" ANSI B16.5 300LBS",D1102,7,0,0
ALM00964,,"VALVULA FLUXO | DRV-10-013/0 3/4""",E1402,1,0,0
ALM00965,,TRANSFORMADOR | 250 VA 50/60Hz (LEGRAND),A2302,1,0,0
ALM00966,,ESTEIRA PORTA CABOS | FB.370.75.175,D1101,1,0,0
ALM00967,,MOTOR | BALDOR 35A012Q223G1,E1104,6,0,0
ALM00968,,DISJUNTOR | STECK SD C32 230/400V 50/60Hz 3000A,A1302,0,0,0
ALM00969,,ROLAMENTO | 6202-2Z,D2103,0,0,0
ALM00970,,TAMPA PARA TOMADA REGIDA | WETZEL,A1402,5,0,0
ALM00971,,SENSOR INDUTIVO M12 PNP NF 4 PINOS  NÃO FACEADO,A2303,6,0,0
ALM00972,,SENSOR MAGNETICO | REER  MG M20 M30 2NO M8 4POLES CONN,A2204,3,0,0
ALM00973,,CONECTOR | SICK D0S-0804-G,A2204,6,0,0
ALM00974,,INCREMENTAL AND ABSOLUTE | ER63G 102425/Z8P 15X3JR (ELTRA),A1302,1,0,0
ALM00975,,INCREMENTAL AND ABSOLUTE | EH 80P 100028/Z4P 15X3PR2 (ELTRA),A1302,1,0,0
ALM00976,,ACOPLAMENTO | AN44,E2204,1,0,0
ALM00977,,TEE PVC | AMANCO DN 42 NBR 15884,D1302,1,0,0
ALM00978,,"NIPLE PVC | ROSCA2""",D1302,2,0,0
ALM00979,,"CURVA 90°PVC | ROSCA 2""",D1302,37,0,0
ALM00980,,RELE | 24V BOOTON VIEW 1726W2 5A G2R-2-SN(S)  (OMRON),A1304,2,0,0
ALM00981,,SENSOR | IFM KG5065 KG-3120NFAKGP2T/US,A2203,0,0,0
ALM00982,,SENSOR | BALLUFF BAS0026 BES M08MH1-POC15B-S046,A2204,0,0,0
ALM00983,,SUPORTE PARA BARREIRA ,A2103,12,0,0
ALM00984,,ATUADOR PNEUMATICO | MODELO: RP75DA 10BAR,C1205,0,0,0
ALM00985,,"SELO MECANICO | TS-D 1 3/8""",D1202,5,0,0
ALM00986,,CABO COM CONECTOR  RETO | FEMEA M16 8 PINOS,B1403,2,0,0
ALM00987,,FUSIVEL | KRAH ZS 24/100 VCF 100R K,A1106,1,0,0
ALM00988,,"MANOMETRO | ROSCA1/4""  VERTICAL 0a600BAR COM GLICERINA",E2405,1,0,0
ALM00989,,SENSOR INDUTIVO | BALLUFF BIC0009 REMOTE 1804HU H2-S11,A2203,2,0,0
ALM00990,,ACOPLAMENTO | SOPRANO AZUL 32A-6H 220-240V,A2404,0,0,0
ALM00991,,CILINDRO HIDRAULICO | MOD; w32flncsf 2x80,E1105,1,0,0
ALM00992,,CILINDRO DOT-39 | NRC 260/325 M1003,E1101,1,0,0
ALM00993,,BOTAO | SCHNEIDER 2BSA 5839,A2305,0,0,0
ALM00994,,CHAVE SELETORA | PLASTICA MANOPLA CURTA POS FIXAS XA2ED21 WH18365515 SCHNEIDER,A2305,0,0,0
ALM00995,,RELE DE SEGURANCA | XPSLCMUT1160,A1303,1,0,0
ALM00996,,MINI CONTATOR | WEG CWC09-10-30C03,A1403,0,0,0
ALM00997,,ROLAMENTO | PEE 6082KSP-V2,D2104,0,0,0
ALM00998,,ROLAMENTO | 6903 2RS,D2103,12,0,0
ALM00999,,LIXA D'AGUA | A80,D1103,0,0,0
ALM01000,,LIXA | 220,D1104,11,0,0
ALM01001,,LIXA D'AGUA | 600,D1103,0,0,0
ALM01002,,ADITIVO PLASTICO DOP,QUIMICO,80,0,0
ALM01003,,OLEO | ALL HLP 32,QUIMICO,40,0,0
ALM01004,,OLEO | DIESEL ,QUIMICO,20,0,0
ALM01005,,ROLAMENTO | R6Z,D2103,6,0,0
ALM01006,,"CAPA DE AR  | AIRPRO 1,4MM GR-289773",E2303,1,0,0
ALM01007,,RELE MINIATURA RXM4AB2BD 24VDC  IEC 61810-1  (SCHNEIDER),A1304,9,0,0
ALM01008,,RELE | FINDER DE DUPLO CONTATO S/BASE TIPO 40.52 8A 250V 24V DC,A1304,100,0,0
ALM01009,,ANTE-RESPINGO SPRAY | BASE H2O WURTH,ARMARIO,0,0,0
ALM01010,,FITA AUTO ADESIVA | 3MM X 50MM X 20M VIDOFLEX (ISOLAMENTO),E1103,0,0,0
ALM01011,,ACOPLAMENTO | STECK N4276 32A-6H / 380-440V VERMELHO,A2404,0,0,0
ALM01012,,"CABO USB | to RS-232, 4-PIN M8 cable (2 m) DSL-8U04G2M025KM1 SICK",A2102,3,0,0
ALM01013,,IHM MT8071iE | S/N: 1811280946 24VDC+- 20% 450mA  (WEINTEK),A2102,1,0,0
ALM01014,,ACOPLAMENTO | ROSCA 1/4 PARA SENSOR TIPO SONDA PT100 8MM,A2301,10,0,0
ALM01015,,SENSOR | PT100 TIPO BAIONETA 3 FIOS 8X150mm C/ CABO 2000mm FIBRA C/TRAÇA,A2301,6,0,0
ALM01016,,ABRAÇADEIRA | 210,F1403,2,0,0
ALM01017,,RELE DE SEGURANÇA | FX3-XTI084002 IDENT:1044125 (SICK),B1205,1,0,0
ALM01018,,ROLO CABO | PT-100,A2301,40,0,0
ALM01019,,BOTAO | SCHMERSAL CLP110 + CLP101 + PLACA EMERG,A2304,0,0,0
ALM01020,,"ARAME GALVANIZADO | BWG 16 E=1,24MM",E2102,85,0,0
ALM01021,,BASE FIBRO | 2031.70.040,F1403,5,0,0
ALM01022,,"CHUMBADOR | PBA 5/8"" X 7",F2106,0,0,0
ALM01023,,BOMBA DE PALHETA | FZP-2/4.0 HYDAC,E2304,1,0,0
ALM01024,,BATERIA | ABB 3HAC044075-001/01,B1104,1,0,0
ALM01025,,CORREIA LISA | HTA 500-5M,S601,0,0,0
ALM01026,,CORREIA LIZA | A-36,S701,3,0,0
ALM01027,,CORREIA LISA | A-37,S701,4,0,0
ALM01028,,CORREIA LISA | 3L-380,S701,2,0,0
ALM01029,,CORREIA LISA | DU15-506,S601,2,0,0
ALM01030,,CORREIA LISA | B38 17 X 9652,S701,1,0,0
ALM01031,,CORREIA DENTADA | TORQUE FLEX XPB 2410,S702,8,0,0
ALM01032,,MOTOR | WEG W22 PLUSS 220/380/440,F1404,1,0,0
ALM01033,,MOTOR BOMBA | AUTO-ASPIRANTE  110/127 VALTS,F1404,1,0,0
ALM01034,,BOMBA | FB MOD: FBE 1STD,F1404,1,0,0
ALM01035,,BOMBA | KRACHT KF200 BF7,F1405,1,0,0
ALM01036,,MOTOR REDUTOR | SEW KA47B CMP63M/KY/AKOH/5M1,F1406,1,0,0
ALM01037,,MOTOR REDUTOR | EIXO W22 220/380,F1406,1,0,0
ALM01038,,"LIXA D´AGUA |1,200",D1104,62,0,0
ALM01039,,LIXA D´AGUA | 320,D1103,0,0,0
ALM01040,,MOTOR |TRIFÁSICO 2.2KW (3HP) - REF. Y2-100L1-4,PISO 01,2,0,0
ALM01041,,LUVA PVC SOLDAVEL | 25MM,D1403,3,0,0
ALM01042,,FONTE DE ALIMENTAÇÃO | CHAVEADA 24V 200W - REF. NES-200-24,G1104,0,0,0
ALM01043,,DISJUNTOR MOTOR | TERMOMAGNÉTICO SCHNEIDER - REF. GV2-ME02C / 0.16-0.25A,A1303,0,0,0
ALM01044,,BOTÃO DE EMERGÊNCIA | COM TRAVA DE BLACKOUT VM CLE2 40,A2406,0,0,0
ALM01045,,ATUADOR PNEUMATICO | MODELO: GNP-44 8BAR,C1205,1,0,0
ALM01046,,PLACA COLEIRO | 151XX680 (MADE FROM 152XX680) KRM 0007; VER M1 *PCB ASSY 12-ZONE GEAR- PUMP NI-120 18041 625 (VALCO MELTON),A1102,1,0,0
ALM01047,,IHM VALCO MELTON | SCS STATIC SHIELDING BAG (BATCH NO: 82209 PIN;782XX308) (AXE318) ,A2202,1,0,0
ALM01048,,FUSIVEL | KRAH ZS 36X330 C 56R K,A1106,1,0,0
ALM01049,,ORING | 12X2mm 910XX049 (VALCO MELTON),E1202,0,0,0
ALM01050,,PLACA | PCB ASSY DUAL-VFD +/-15 HMU 151XX701 (VALCO MELTON),A1103,1,0,0
ALM01051,,RESISTENCIA | ELETROTHERMO 2FTRZ 800W 240V ,A2105,43,0,0
ALM01052,,RELE MINIATURA | RXM2ABBD 12A 24VDC+LED ZELIO RELAY 940347,A1304,9,0,0
ALM01053,,ACOPLAMENTO | FIXAR STECK N3049 16A-9h 380-440V 2P+  FEMEA VERMELHO,A1405,2,0,0
ALM01054,,BLOCO DE CONTATO | 10A SCHNEIDER JIS C4531 A600-Q600,A1204,3,0,0
ALM01055,,BLOCO DE CONTATO | LA1 KN22 IEC/EM 60947-5-1 J15 C4531 10A,A1204,0,0,0
ALM01056,,BLOCO DE CONTATO | IEC 60947 3RH1921-1HA22,A1204,1,0,0
ALM01057,,BLOCO DE CONTATO | 3RH1911-1GA22 (SIEMENS),A1204,1,0,0
ALM01058,,QUADRO DE COMANDO | SOBREPOR 400X400X200 ,A1401,2,0,0
ALM01059,,QUADRO DE COMANDO | SOBREPOR 400X300X200,A1401,0,0,0
ALM01060,,BOMBA HIDRAULICA PISTÃO | BOSCH/REXROTH A4VSO180LR2Z/30E,F1206,0,0,0
ALM01061,,MOTOR ELETRICO | V230-50HZ - NBR500-1,BOX,1,0,0
ALM01062,,MOTOR ELETRICO | MOV FACA 5.5 KW 5500W B5,BOX,1,0,0
ALM01063,,ROLAMENTO | 6210 2 RS 50X90X20,D2104,6,0,0
ALM01064,,ROLAMENTO | 62206 2 RS 30X62X20,D2103,0,0,0
ALM01065,,MANCAL | UPC 210 HOLE 50,E1406,0,0,0
ALM01066,,MANCAL | UCF 206 HOLE D30,F2,0,0,0
ALM01067,,MANCAL | P210,E1405,3,0,0
ALM01068,,MANCAL QUADRADO | ROLAMENTO T 210,E1405,2,0,0
ALM01069,,MANCAL QUADRADO | ROLAMENTO UCF 204 D 2,F2,0,0,0
ALM01070,,ENGRENAGEM CONICA ESPIRAL | PCM BG12 A,F2,0,0,0
ALM01071,,JUNTA UNIVERSAL | 04G CODE SG0S 1200,F2,0,0,0
ALM01072,,PORCA AUTO TRAVANTE | GUK M20 X 1,F2,0,0,0
ALM01073,,PORCA AUTO TRAVANTE | GUK M 50,F2,0,0,0
ALM01074,,JUNTA BORRACHA | RCK 70 40X65 VULCANIZADA,CORREDOR 3,1,0,0
ALM01075,,JUNTA TRANSMISÃO | MOTOVARIO H062U,CORREDOR 3,1,0,0
ALM01076,,ENGRENAGEM CONICA | 1:1 M=3 Z=25,F2,0,0,0
ALM01077,,REDUTOR COAXIAL | B-A72 FA LAM BLOCO HORIZ,F2,2,0,0
ALM01078,,ACOPLAMENTO MAGNETICO | JYY180M,F2,1,0,0
ALM01079,,"MOTOR ELETRICO | ELEVAÇÃO CILINDRO KW0,25 4 P",BOX,0,0,0
ALM01080,,"MOTOR ELETRICO | 0,25 KW 250 KW 4 POLES B",BOX,0,0,0
ALM01081,,MOTOR | 0.18 KW 4 POLOS B14,BOX,0,0,0
ALM01082,,MOTOR ELÉTRICO | FRENO CC 230V. SBR440-1,BOX,1,0,0
ALM01083,,MOTOR | TT 90L 1.5 KW 4 POLES 1420 REVS,PISO 01,1,0,0
ALM01084,,"BLOCOS DE PROTEÇÃO | CONECTOR 3-POLE, 3+ 5SD7463-0 SURGE ARRESTER TIPO 2 EXIGÊNCIA CATEGORIA C, UC 350V (SIEMENS)",A1105,3,0,0
ALM01085,,"DISJUNTOR CIRCUITO | 5SP4391-7   400 V 10KA, 3-POLE, C, 100A, D 70 MM (SIEMENS)",A1105,1,0,0
ALM01086,,DISJUNTOR | 5SY8332-7 (SIEMENS),A1105,2,0,0
ALM01087,,DISJUNTOR | C10 EZ9F33210 (SCHNEIDER) ,A1304,0,0,0
ALM01088,,CHAVE SECCIONADORA | COM BLOQUEIO EM 60947-3 LW30-63 300010 690V 50Hz,A2303,1,0,0
ALM01089,,CONVERSOR SERIAL | RS232/RS485 CS485-V,A2102,0,0,0
ALM01090,,PROGRAMADOR LOGICO | CONTROLLER K7M-DT30U (V3.40) LSR-G7M-DT30U-N (A) S/N: 5008310031D,A2102,1,0,0
ALM01091,A,FLAUTA  LATÃO | LINER-HP CYLINDER 20491603,D2205,1,1,2
ALM01092,,MOTOREDUTOR | TYPE SAT77-1/78 78-M1D50 PEYEJ  1.5KW,CORREDOR 7,1,0,0
ALM01093,,MOTOR ELÉTRICO | TYPE 1TL0001-1BC2 9-0JA5-2  Q/321081 KJA 002-2015 2.2KW 60HZ 47KG ,CORREDOR 7,1,0,0
ALM01094,,MOTOR ELÉTRICO | TRIFÁSICO 1.5KW - 380V - 1400rpm - 60 Hz,PISO 01,1,0,0
ALM01095,,MOTOR ELÉTRICO | TYPE YVF2-160M2-8 JB/T7 118-2014 13.8A 5.5KW 120KG,CORREDOR 7,1,0,0
ALM01096,,MOTOR ELÉTRICO | TYPE YVF2-160M1-8 JB/T7 118-2014 10A 4KW 110KG,CORREDOR 7,1,0,0
ALM01097,,MOTOR ELÉTRICO | TYPE YVF2-112 M-6 60HZ 44KG 5.7A,CORREDOR 7,1,0,0
ALM01098,,MOTOR ELÉTRICO | TYPE YVF2-132S-4 68KG 60HZ 12A,CORREDOR 7,1,0,0
ALM01099,,KIT PRENSA EPILA | FCE 001 898/T,D1205,1,0,0
ALM01100,,PISTOLA DE AR COMPRIMIDO PARA | LIMPEZA COM BICO LATÃO,C1106,5,0,0
ALM01101,,"MANGUEIRA PNEUMATICA | TUBO ASPIRAL 08,00X05,X03,50M AZUL PU",C1106,2,0,0
ALM01102,,FONTE | BAE 003 BAE OS-XA-1W-24-200-005 24VDC 20A (BALLUFF),B1104,2,0,0
ALM01103,,TERMINAIS PRE ISOLADOS | LU2694 (CRIMPER),A1203,300,0,0
ALM01104,,"BOIA DE NÍVEL | (MAPRE) TRAMA CABO SILICONE 2X0,50 MM 300-C 750V NTT 16 ",A1205,2,0,0
ALM01105,,TRANSFORMADOR | POT:100 WATTS ENT:220/380/440V SAIDA 110V/220V ,A2302,1,0,0
ALM01106,,CONTACTOR AUXILIAR | LP1K0901BD (SCHINEDER),A1204,0,0,0
ALM01107,,CONTACTOR AUXILIAR |  LC1K0910Q7 ,A1204,0,0,0
ALM01108,,DISJUNTOR TERMOMAGNETICO | NM 60898 IEC60947-2SD 1P C16 230-400V,A1302,0,0,0
ALM01109,,FUSÍVEL | 3NA3 830 SIEMENS 500V 100A,A1204,9,0,0
ALM01110,,SENSOR | SICK IMP12-1B5PSVCOC 6050119,A2203,1,0,0
ALM01111,,SENSOR | XS108 BLPAL2 TELEMECANIQUE,A2204,1,0,0
ALM01112,,SENSOR | PEPPERL+FUHS TYPE:NBB20-L2-E2-V1  PART NO.: 187481 10-30VDC/200nA,A2103,7,0,0
ALM01113,,CERABAR T PMP | 131-A1401A70 MWP100BAR ,A2104,0,0,0
ALM01114,,DISJUNTOR MODULAR TRIPOLAR | NG 4P-100A NG125N 18660 (SCHINEDER),B1202,1,0,0
ALM01115,,MÓDULO DE ENTRADAS ANALÓGICAS | 2 AI - I 4WIRE 1P 6ES7 134-4G B62-0AB0,B1203,3,0,0
ALM01116,,PLACA DO AQUECEDOR | AINTEC AM5TW-4805S-RZ1114,A1102,0,0,0
ALM01117,,COOLER | MODEL:NF 12038HP-24V (NEW FLOW),B1105,0,0,0
ALM01118,,SENSOR | AG.D-79183 WALDKIRCH  LL3-TB01 SICK ,A2104,1,0,0
ALM01119,,SENSOR | PEPPERL+FUCHS NBB5-18 GM 50-E2-V1 Part No:84195,A2203,2,0,0
ALM01120,,SENSOR | FES-N11CP#E4L93194B,A2104,0,0,0
ALM01121,,KIT REPARO DA GERADORA | VACUO 0125615 (PIAB),G1103,1,0,0
ALM01122,,QUADRO DE COMANDO | SOBREPOR 300X200X120 REF:SEX322 053031 (STECK),A1301,0,0,0
ALM01123,,QUADRO DE COMANDO | SOBREPOR SEX171 059771 IP55 (STECK),A1301,0,0,0
ALM01124,,ROLAMENTO | PERNI FOLLI GC 35,D2102,21,0,0
ALM01125,,ROLAMENTO | JAPAN CF168UUR,D2102,6,0,0
ALM01126,,ROLAMENTO | 608-2RSP,D2104,12,0,0
